id	method	nsnp	b	se	CIlower	CIupper	pval	intercept	intercept_se	inter_CIlower	inter_CIupper	intercept_pval	hetero_Q	hetero_pvale	heterogenity	pleiotropy	fdr
SeqId_4455_89	IVW	3	-0.00147025518607707	0.0117114810107102	-0.0244243361726938	0.0214838258005397	0.900096339924858	NA	NA	NA	NA	NA	6.98812976108601	0.0303771414151251	TRUE	FALSE	0.990817540675872
SeqId_7916_10	IVW	5	0.0246649192621233	0.00813837868280713	0.0087139901512728	0.0406158483729738	0.00243993992559608	NA	NA	NA	NA	NA	6.77594018649325	0.148213219983057	FALSE	TRUE	0.0751733872314602
SeqId_13094_75	IVW	3	-0.0186146528126943	0.00941258025862593	-0.0370629711211938	-0.000166334504194742	0.0479698420663413	NA	NA	NA	NA	NA	0.191409543656486	0.908732259833887	FALSE	FALSE	0.348724582212616
SeqId_6414_8	IVW	4	-0.00307096716894328	0.00768903217987308	-0.018141193317464	0.0119992589795775	0.689601587189215	NA	NA	NA	NA	NA	2.18905161339284	0.534108080260055	FALSE	FALSE	0.91616473698444
SeqId_4834_61	IVW	4	0.00753118432880537	0.0188124685552894	-0.0293405764998542	0.0444029451574649	0.688913913284162	NA	NA	NA	NA	NA	6.24721978661145	0.100182735314775	FALSE	FALSE	0.91616473698444
SeqId_18871_24	IVW	6	-0.00226602250407587	0.00916682090727479	-0.0202326613350632	0.0157006163269115	0.80475476431916	NA	NA	NA	NA	NA	2.06987711378424	0.83939418802622	FALSE	FALSE	0.968781150533025
SeqId_15626_223	IVW	4	-0.0150891394436095	0.0136929870496242	-0.0419269009016463	0.0117486220144274	0.270478571777948	NA	NA	NA	NA	NA	1.76303263752966	0.623012294575082	FALSE	FALSE	0.719186296018941
SeqId_19130_81	IVW	4	-0.00513261944618713	0.0115140322636722	-0.0276997079998169	0.0174344691074426	0.655762811801521	NA	NA	NA	NA	NA	3.15771436325048	0.367942090498946	FALSE	FALSE	0.900793113706674
SeqId_2602_2	IVW	3	0.0365312472361905	0.0208291088371183	-0.00429305591462632	0.0773555503870074	0.079455269132021	NA	NA	NA	NA	NA	3.54817783482664	0.169637933282095	FALSE	FALSE	0.449061264930913
SeqId_2994_71	IVW	3	-0.0522627471929538	0.0121629652092441	-0.0761017209482859	-0.0284237734376217	1.73222420603659e-05	NA	NA	NA	NA	NA	19.5841586687473	5.58925570432643e-05	TRUE	FALSE	0.00157424925682639
SeqId_16818_200	IVW	6	-0.00712548543480719	0.0166826920296372	-0.0398229609780695	0.0255719901084551	0.669293060821207	NA	NA	NA	NA	NA	9.97405997782626	0.0759735905450779	FALSE	FALSE	0.904240890467087
SeqId_12549_33	IVW	3	-0.00999163822337322	0.00735036046884829	-0.0243980800157028	0.00441480356895636	0.174038907818905	NA	NA	NA	NA	NA	5.61399203472878	0.0603861190585713	FALSE	FALSE	0.602156007266479
SeqId_9175_48	IVW	3	-0.0236061140721853	0.0255487843587433	-0.0736808112641023	0.0264685831197318	0.355505934131349	NA	NA	NA	NA	NA	2.2696378776	0.321480323678321	FALSE	FALSE	0.797509106494841
SeqId_9076_25	IVW	5	0.00703987542624944	0.0124722805126317	-0.0174053451835895	0.0314850960360884	0.572453554757855	NA	NA	NA	NA	NA	4.59226923838797	0.331746497067278	FALSE	FALSE	0.867052412064564
